old,new
accourez,acourez
admettent,admètent
atténuera,aténuera
colleront,coleront
commencerait,comencerait
courrait,courait
dénommée,dénomée
flotté,floté
habituez,abituez
offrirons,ofrirons
photomaton,fotomaton
rallie,ralie
rappelaient,rapelaient
rappellerons,rapèlerons
sonneront,soneront
souffriez,soufriez
affectait,afectait
appartiendrait,apartiendrait
attristé,atristé
battit,batit
boufferont,bouferont
commuée,comuée
effondrerait,éfondrerait
effraierait,éfraierait
errait,érait
fouettez,fouétez
illuminent,iluminent
immunisée,imunisée
inhumé,inumé
nourrirai,nourirai
quittaient,quitaient
rappela,rapela
rappellerait,rapèlerait
surviennent,surviènent
téléphonent,téléfonent
vannée,vanée
apprécieraient,aprécieraient
arracherait,aracherait
californienne,californiène
coffrez,cofrez
collecté,colecté
déballez,débalez
dédommage,dédomage
fourrez,fourez
gaffé,gafé
nourrirait,nourirait
photographiez,fotografiez
rembourré,rembouré
resserrent,ressèrent
sanctionné,sanctioné
supprimée,suprimée
abattit,abatit
abattront,abatront
accapare,acapare
actionnez,actionez
affaissent,afaissent
allient,alient
auditionne,auditione
bannirait,banirait
barrait,barait
chauffait,chaufait
choppe,chope
connectez,conectez
dégommé,dégomé
désapprouvait,désaprouvait
embarrassent,embarassent
embelli,embéli
enveloppent,envelopent
exhorte,exorte
habillons,abillons
honorerai,onorerai
hésiteront,ésiteront
jappe,jape
londonienne,londoniène
nommons,nomons
offensent,ofensent
passionnent,passionent
photographiait,fotografiait
potpourri,potpouri
préoccupent,préocupent
questionnez,questionez
quitteriez,quiteriez
rapprochera,raprochera
rattraperez,ratraperez
réchauffent,réchaufent
sectionnée,sectionée
souffrirait,soufrirait
soupçonnaient,soupçonaient
synchronisons,sincronisons
étouffait,étoufait
abattons,abatons
accomplirai,acomplirai
agrippait,agripait
alluma,aluma
allumant,alumant
apportiez,aportiez
approcherai,aprocherai
approprie,aproprie
approuvera,aprouvera
approvisionne,aprovisione
arracha,aracha
atteignîmes,ateignîmes
attira,atira
coffin,cofin
coiffez,coifez
connurent,conurent
débarrassent,débarassent
débattons,débatons
dépannerait,dépanerait
développons,dévelopons
esclaffe,esclafe
excommunié,excomunié
frapperez,fraperez
habituerez,abituerez
immobilisée,imobilisée
lynché,linché
mentionnait,mentionait
nettoiera,nétoiera
pardonnait,pardonait
parrainé,parainé
programmez,programez
sermonnez,sermonez
surprennent,surprènent
accourent,acourent
adhéré,adéré
affecterait,afecterait
allongeait,alongeait
annihilé,aniilé
apparaissaient,aparaissaient
apporterons,aporterons
cartonne,cartone
commandiez,comandiez
conditionne,conditione
dauphine,daufine
desserré,desséré
donnai,donai
déterrerai,détèrerai
efforçait,éforçait
emballent,embalent
exhale,exale
exhibée,exibée
frapperait,fraperait
happée,hapée
interrompe,intérompe
luttaient,lutaient
ordonnent,ordonent
rayonnait,rayonait
recommanderai,recomanderai
regrettait,regrétait
réceptionne,réceptione
serrerai,sèrerai
soupçonnerait,soupçonerait
succombent,sucombent
transmettant,transmétant
vaporetto,vaporéto
étouffez,étoufez
affaisse,afaisse
apparaitrait,aparaitrait
appâté,apâté
arrachait,arachait
atteindrai,ateindrai
attendrie,atendrie
cautionné,cautioné
coiffait,coifait
combattaient,combataient
différée,diférée
efforcez,éforcez
emballait,embalait
empoisonnera,empoisonera
excellé,excélé
occuperaient,ocuperaient
perquisitionné,perquisitioné
raisonnent,raisonent
recommandent,recomandent
reconnaitriez,reconaitriez
succomberont,sucomberont
thoracotomie,toracotomie
tranquillise,tranquilise
transmette,transmète
accaparé,acaparé
accordiez,acordiez
accuserait,acuserait
affaiblira,afaiblira
affaiblissent,afaiblissent
affectivement,afectivement
amazonienne,amazoniène
annulant,anulant
arrangeront,arangeront
arrosant,arosant
attrapaient,atrapaient
attrapant,atrapant
bidonné,bidoné
coiffent,coifent
communiquaient,comuniquaient
décoiffée,décoifée
décrypté,décripté
effarouchent,éfarouchent
exhibé,exibé
flottez,flotez
guettant,guétant
hésita,ésita
nomma,noma
offusque,ofusque
poly,poli
pourrirai,pourirai
raccompagnait,racompagnait
rapprochaient,raprochaient
réveillonne,réveillone
souffla,soufla
stationne,statione
stylisé,stilisé
subventionne,subventione
symbolisent,simbolisent
terrorisait,térorisait
écoeuré,équeuré
accouchez,acouchez
accourons,acourons
accroupit,acroupit
accule,acule
affichée,afichée
affranchit,afranchit
antiaérienne,antiaériène
arrangeons,arangeons
attacherai,atacherai
attaquerez,ataquerez
attisé,atisé
bouchonne,bouchone
bouffaient,boufaient
coffreront,cofreront
décoiffe,décoife
démarrera,démarera
déshonorent,désonorent
développa,dévelopa
effarouche,éfarouche
frottait,frotait
fusionnons,fusionons
habillerai,abillerai
harakiri,arakiri
installerait,instalerait
insupporte,insuporte
lynch,linch
meccano,mécano
opposez,oposez
raccrochait,racrochait
reconnecter,reconecter
rejetterai,rejèterai
sillonnent,sillonent
souffrit,soufrit
échappant,échapant
étoufferait,étouferait
accablent,acablent
accomplissons,acomplissons
admettrai,admétrai
affolent,afolent
annonçaient,anonçaient
approvisionné,aprovisioné
apprécierai,aprécierai
arménienne,arméniène
arrachèrent,arachèrent
atteignez,ateignez
atteignons,ateignons
atterrirons,atérirons
attirons,atirons
ballonne,balone
boufferait,bouferait
capitonnée,capitonée
charrié,charié
chauffera,chaufera
commercialisé,comercialisé
différenciait,diférenciait
déboutonne,déboutone
décarrer,décarer
déconnent,déconent
déshonorez,désonorez
environne,environe
fourretout,fouretout
fusionné,fusioné
garrotte,garote
immatriculé,imatriculé
immortalisé,imortalisé
interrogeront,intérogeront
kommando,komando
lycra,licra
menottée,menotée
opposera,oposera
opposeront,oposeront
photographiaient,fotografiaient
pilonné,piloné
promettrai,prométrai
ramollissent,ramolissent
rappliquez,rapliquez
rapportant,raportant
recommandons,recomandons
réaffecté,réafecté
sellé,sélé
soufflerai,souflerai
squatté,squaté
triompha,trionfa
verrouillent,vérouillent
échappa,échapa
échapperait,échaperait
émettra,émétra
abandonnai,abandonai
accoste,acoste
affectant,afectant
apparaissant,aparaissant
applaudissaient,aplaudissaient
battirent,batirent
blottie,blotie
bolivienne,boliviène
claironnent,claironent
commettons,cométons
compromettez,comprométez
correspondrait,corespondrait
dauphinois,daufinois
distillée,distilée
effaçant,éfaçant
espionnent,espionent
frapperont,fraperont
frottant,frotant
galline,galine
grelottait,grelotait
illuminait,iluminait
innocentera,inocentera
installa,instala
interromprait,intéromprait
irradié,iradié
léviathan,léviatan
marrait,marait
mettions,métions
offusqué,ofusqué
pouffent,poufent
redonnera,redonera
remettront,remétront
renverrait,renvérait
résonné,résoné
révolutionné,révolutioné
sectionne,sectione
sermonneur,sermoneur
souffriront,soufriront
soumettra,soumétra
stomoxys,stomoxis
supplions,suplions
truffée,trufée
téléphonerez,téléfonerez
abattrez,abatrez
accueillais,acueillais
acquittée,acquitée
annonçons,anonçons
annulera,anulera
apprêtaient,aprêtaient
attaqua,ataqua
attrapiez,atrapiez
boufferaient,bouferaient
charria,charia
chronométré,cronométré
cohabite,coabite
colla,cola
collaborons,colaborons
collectionnez,colectionez
coordonne,coordone
décollait,décolait
désapprouvent,désaprouvent
emprisonnent,emprisonent
enterra,entéra
essouffle,essoufle
flippait,flipait
fredonnant,fredonant
greffée,gréfée
impressionnera,impressionera
klaxonnerai,klaxonerai
moissonné,moissoné
mollit,molit
nourrissaient,nourissaient
offriez,ofriez
patriarches,patriarques
rapportaient,raportaient
réapparaisse,réaparaisse
soufflons,souflons
supplanté,suplanté
surnommée,surnomée
synchronisez,sincronisez
terrent,tèrent
tourbillonne,tourbillone
vénézuélienne,vénézuéliène
échappons,échapons
échauffez,échaufez
étoufferai,étouferai
acclamez,aclamez
accompagnerons,acompagnerons
accoudé,acoudé
accueillerai,acueillerai
admettrait,admétrait
affame,afame
algérienne,algériène
alliant,aliant
allumiez,alumiez
applaudirai,aplaudirai
apprivoise,aprivoise
appuierai,apuierai
arrangea,arangea
arriverions,ariverions
assomment,assoment
attendraient,atendraient
attifé,atifé
attribuée,atribuée
bastonne,bastone
bouffais,boufais
communiquons,comuniquons
corrigera,corigera
distillé,distilé
décoiffé,décoifé
dédommagerai,dédomagerai
dédommagé,dédomagé
développait,dévelopait
effaçons,éfaçons
effrayent,éfrayent
essoufflée,essouflée
fayotte,fayote
fourrait,fourait
frottera,frotera
grattait,gratait
héritez,éritez
innove,inove
paraphé,parafé
pourrira,pourira
redonnent,redonent
redémarré,redémaré
remettrons,remétrons
sonnerai,sonerai
souffraient,soufraient
souffrirez,soufrirez
soumettez,soumétez
supporterez,suporterez
terrifiaient,térifiaient
triomphons,trionfons
accordant,acordant
accueillerez,acueillerez
accumulant,acumulant
approchiez,aprochiez
arrêtèrent,arêtèrent
atteignirent,ateignirent
bourrez,bourez
diffusons,difusons
débarrassiez,débarassiez
débattent,débatent
déconnecte,déconecte
effondra,éfondra
efforçant,éforçant
embarrassez,embarassez
habiterons,abiterons
hébergée,ébergée
immobilisez,imobilisez
martyrise,martirise
martyrisé,martirisé
oestrogènes,eustrogènes
offriront,ofriront
omettez,ométez
paraphez,parafez
parraine,paraine
résonna,résona
télécommandé,télécomandé
zézette,zézète
écoeurez,équeurez
abandonnerait,abandonerait
abandonneriez,abandoneriez
accosté,acosté
accumulez,acumulez
affaiblissait,afaiblissait
affublé,afublé
affuté,afuté
agrippée,agripée
annoncerez,anoncerez
appliquerai,apliquerai
appuyait,apuyait
attachaient,atachaient
attisent,atisent
boutonnez,boutonez
cantonné,cantoné
coffrent,cofrent
collectionnent,colectionent
colombienne,colombiène
commettrait,cométrait
corrompez,corompez
cryptée,criptée
déverrouillez,dévérouillez
effacerai,éfacerai
effectuera,éfectuera
effectuez,éfectuez
effrayaient,éfrayaient
effrite,éfrite
endettée,endétée
enterrerons,entèrerons
entonnaient,entonaient
frapperons,fraperons
goudronnée,goudronée
guettez,guétez
habillerez,abillerez
honorerez,onorerez
hypothéqué,ipotéqué
installeront,instaleront
occasionné,ocasioné
paraguayenne,paraguayène
photographiée,fotografiée
questionnait,questionait
quittai,quitai
raccompagnons,racompagnons
raccordé,racordé
raccourcit,racourcit
réceptionné,réceptioné
scellaient,scélaient
scellent,scèlent
soumette,soumète
supporteraient,suporteraient
terrassa,térassa
étonna,étona
accablait,acablait
accuseront,acuseront
additionne,aditione
admettrez,admétrez
affectionne,afectione
affronterons,afronterons
appareille,apareille
appartiendraient,apartiendraient
applaudissais,aplaudissais
apporteriez,aporteriez
arroge,aroge
arrosent,arosent
atteignais,ateignais
attraperaient,atraperaient
attraperait,atraperait
attraperons,atraperons
battions,bations
blotti,bloti
caucasienne,caucasiène
chauffons,chaufons
collerait,colerait
combattue,combatue
commanda,comanda
commanderez,comanderez
contusionnée,contusionée
corrigerai,corigerai
courrai,courai
débattez,débatez
dégotte,dégote
désaccordée,désacordée
désarçonné,désarçoné
frappaient,frapaient
gloutonne,gloutone
hésiteraient,ésiteraient
installant,instalant
marrera,marera
métamorphosé,métamorfosé
nappa,napa
occulté,oculté
polluent,poluent
positionne,positione
pourrirez,pourirez
prophétisé,profétisé
rallumé,ralumé
reconnaissiez,reconaissiez
rembarre,rembare
réaffirme,réafirme
sifflaient,siflaient
sollicitée,solicitée
supporterons,suporterons
supposerait,suposerait
synchronise,sincronise
étouffera,étoufera
accoururent,acoururent
adhèrent,adèrent
admettiez,admétiez
alloué,aloué
authentifié,autentifié
botterait,boterait
cantonne,cantone
communiquera,comuniquera
correspondaient,corespondaient
débarrasseront,débarasseront
décollée,décolée
déterrez,détérez
effacerait,éfacerait
espionnant,espionant
flippent,flipent
frissonnait,frissonait
habituera,abituera
horripile,oripile
huilé,uilé
huilée,uilée
hérissée,érissée
héritent,éritent
illuminaient,iluminaient
mammouths,mamouths
monoprix,monopris
recommandant,recomandant
recommencerez,recomencerez
regrettant,regrétant
réapparais,réaparais
supprimant,suprimant
suppriment,supriment
thêta,têta
transmettrons,transmétrons
triomphent,trionfent
abhorre,abore
actionné,actioné
admettais,admétais
adonnent,adonent
affectez,afectez
affligent,afligent
affrontaient,afrontaient
affronteront,afronteront
appauvri,apauvri
applaudissant,aplaudissant
approchai,aprochai
approuvaient,aprouvaient
approuvons,aprouvons
apprêtèrent,aprêtèrent
appuiera,apuiera
arrondissait,arondissait
attardez,atardez
bottera,botera
bâillonnez,bâillonez
béhème,béème
camorra,camora
cautionne,cautione
commentant,comentant
commit,comit
consommait,consomait
coprophagie,coprofagie
correspondez,corespondez
corroborent,coroborent
déconnectez,déconectez
déraisonne,déraisone
déshydrate,désidrate
développant,dévelopant
effaçait,éfaçait
effrayons,éfrayons
empoisonnez,empoisonez
entretiennent,entretiènent
enveloppait,envelopait
enverraient,envéraient
exhibera,exibera
griffent,grifent
herber,erber
hériterez,ériterez
hésitera,ésitera
illuminant,iluminant
irritent,iritent
peccata,pécata
personnalisée,personalisée
photographiais,fotografiais
pourrissez,pourissez
rallumons,ralumons
rationné,rationé
sillonne,sillone
supportée,suportée
symbolisant,simbolisant
talonne,talone
terreplein,tèreplein
tonné,toné
torrentielle,torentièle
triomphera,trionfera
tyrrhénienne,tyrrhéniène
téléphonant,téléfonant
visionnez,visionez
émette,émète
étouffèrent,étoufèrent
acclame,aclame
additionnant,aditionant
affichant,afichant
apparteniez,aparteniez
apprécieriez,aprécieriez
attacherait,atacherait
boufferai,bouferai
chagatte,chagate
collectionné,colectioné
combattrez,combatrez
coordonnez,coordonez
courrons,courons
décolleront,décoleront
dédommagée,dédomagée
flattent,flatent
fourrerai,fourerai
hypo,hipo
hébergera,ébergera
hébergez,ébergez
inhibe,inibe
installerons,instalerons
interrompant,intérompant
jetteriez,jèteriez
klaxonné,klaxoné
lutterons,luterons
paralyserait,paraliserait
photographient,fotografient
promettiez,prométiez
pullulent,pululent
péruvienne,péruviène
raffolait,rafolait
rappelleriez,rapèleriez
rapportiez,raportiez
rattrapait,ratrapait
recommandait,recomandait
recommenciez,recomenciez
rembourrée,rembourée
soupçonneront,soupçoneront
trimballent,trimbalent
abonne,abone
acclament,aclament
accusa,acusa
affament,afament
affrétez,afrétez
affrété,afrété
analysait,analisait
arrachaient,arachaient
arrêteriez,arêteriez
assaisonné,assaisoné
auditionnez,auditionez
baballe,babale
collaborant,colaborant
communiquée,comuniquée
communié,comunié
correspondais,corespondais
correspondu,corespondu
crotté,croté
différons,diférons
déconnectée,déconectée
déterrent,détèrent
développera,dévelopera
déverrouille,dévérouille
emballera,embalera
enflammera,enflamera
griffonne,grifone
hérita,érita
insufflé,insuflé
nourriront,nouriront
nullos,nulos
orchestrée,orquestrée
pourrissait,pourissait
raccommode,racomode
reconnaissaient,reconaissaient
redémarrez,redémarez
scellant,scélant
supportiez,suportiez
symbolisait,simbolisait
terrassée,térassée
villette,vilète
étonnerai,étonerai
accablez,acablez
acclamée,aclamée
accomplirons,acomplirons
accomplissant,acomplissant
accordaient,acordaient
accouchait,acouchait
accrocherez,acrocherez
accrochiez,acrochiez
accueilleraient,acueilleraient
affamant,afamant
affilé,afilé
allumaient,alumaient
annulerai,anulerai
annulerait,anulerait
appelèrent,apelèrent
apprivoisée,aprivoisée
approcherez,aprocherez
appropriant,apropriant
asphyxient,asfixient
attribuez,atribuez
ballottée,balotée
battraient,batraient
bottez,botez
boycottent,boycotent
combattais,combatais
commente,comente
commette,comète
commettrai,cométrai
